cell_id:ID(GridCell),city_id,population:float,type,type_source,green_cover_pct:float,elevation_m:float,dist_to_boundary_m:float,centroid_lat:float,centroid_lon:float
ghsl_5929_cell_04758,ghsl_5929,2925.616489857435,Industrial,land_use,8.1,4.7,385.6,35.35167351658089,139.65647735972473
ghsl_5929_cell_04759,ghsl_5929,2255.037171304226,Civic,land_use,14.3,53.8,386.4,35.34293528772655,139.1262592084927
ghsl_5929_cell_04760,ghsl_5929,3934.964566014707,Civic,land_use,2.8,53.8,484.9,35.342935287726554,139.13758087177212
ghsl_5929_cell_04761,ghsl_5929,3935.6968343630433,Utility,land_use,0.0,63.6,386.3,35.342935287726554,139.14890253505146
ghsl_5929_cell_04762,ghsl_5929,3997.755521154497,Residential,land_use,2.2,39.3,386.1,35.342935287726554,139.29608415768323
ghsl_5929_cell_04763,ghsl_5929,4703.784594837576,Residential,land_use,16.0,9.7,1217.4,35.342935287726554,139.30740582096263
ghsl_5929_cell_04764,ghsl_5929,5912.908069610596,Civic,land_use,0.1,11.0,2200.0,35.34293528772655,139.31872748424195
ghsl_5929_cell_04765,ghsl_5929,8361.096967697144,Civic,land_use,0.0,11.4,3211.9,35.34293528772655,139.3300491475213
ghsl_5929_cell_04766,ghsl_5929,4595.203019917011,Civic,land_use,35.8,9.1,3392.8,35.34293528772655,139.3413708108007
ghsl_5929_cell_04767,ghsl_5929,9341.169157028198,Industrial,land_use,0.0,12.2,3392.8,35.34293528772655,139.35269247408007
ghsl_5929_cell_04768,ghsl_5929,2692.8248943835497,Industrial,land_use,0.0,5.7,3418.3,35.34293528772655,139.36401413735945
ghsl_5929_cell_04769,ghsl_5929,5998.856843447313,Commercial,land_use,4.8,6.5,3392.7,35.34293528772655,139.3753358006388
ghsl_5929_cell_04770,ghsl_5929,5702.834565043449,Civic,land_use,10.6,4.0,3392.2,35.34293528772655,139.38665746391814
ghsl_5929_cell_04771,ghsl_5929,9679.057703018188,Civic,land_use,0.0,7.0,3391.9,35.34293528772655,139.39797912719746
ghsl_5929_cell_04772,ghsl_5929,7822.296118736267,Industrial,land_use,0.7,6.3,3391.7,35.34293528772655,139.4093007904769
ghsl_5929_cell_04773,ghsl_5929,9309.348112106323,Civic,land_use,0.5,7.5,3391.7,35.34293528772655,139.42062245375624
ghsl_5929_cell_04774,ghsl_5929,8505.526567459106,Civic,land_use,0.0,13.1,3391.7,35.34293528772655,139.4319441170356
ghsl_5929_cell_04775,ghsl_5929,8983.57933998108,Residential,land_use,1.5,18.0,3391.9,35.342935287726554,139.443265780315
ghsl_5929_cell_04776,ghsl_5929,9735.712953567505,Commercial,land_use,2.0,15.4,3392.2,35.34293528772655,139.45458744359436
ghsl_5929_cell_04777,ghsl_5929,7548.162484169006,Industrial,land_use,1.0,7.4,3392.6,35.34293528772655,139.4659091068737
ghsl_5929_cell_04778,ghsl_5929,7455.635571479797,Industrial,land_use,1.4,13.8,3418.6,35.342935287726554,139.4772307701531
ghsl_5929_cell_04779,ghsl_5929,12517.556970596313,Commercial,land_use,1.0,10.7,3689.0,35.34293528772655,139.48855243343246
ghsl_5929_cell_04780,ghsl_5929,8655.295059204102,Civic,land_use,2.4,18.5,4201.2,35.342935287726554,139.49987409671186
ghsl_5929_cell_04781,ghsl_5929,7107.816241502762,Commercial,land_use,2.1,16.1,4369.0,35.34293528772655,139.5111957599912
ghsl_5929_cell_04782,ghsl_5929,5875.977635383606,Industrial,land_use,0.3,11.1,4432.1,35.342935287726554,139.52251742327056
ghsl_5929_cell_04783,ghsl_5929,10865.320083618164,Civic,land_use,1.0,20.6,4362.2,35.34293528772655,139.5338390865499
ghsl_5929_cell_04784,ghsl_5929,6932.516412390396,Civic,land_use,9.3,58.3,4369.1,35.34293528772655,139.5451607498293
ghsl_5929_cell_04785,ghsl_5929,3368.241516259499,Residential,heuristic,4.2,47.3,4544.7,35.34293528772655,139.55648241310863
ghsl_5929_cell_04786,ghsl_5929,1000.3307318706065,Green,land_use,100.0,68.1,4933.5,35.34293528772655,139.56780407638806
ghsl_5929_cell_04787,ghsl_5929,1784.5251217107289,Residential,heuristic,1.7,76.8,5490.4,35.342935287726554,139.57912573966738
ghsl_5929_cell_04788,ghsl_5929,2048.5812153704464,Civic,land_use,3.2,135.4,5598.2,35.342935287726554,139.59044740294672
ghsl_5929_cell_04789,ghsl_5929,10423.162930898368,Civic,land_use,3.3,10.4,4612.0,35.34293528772655,139.60176906622607
ghsl_5929_cell_04790,ghsl_5929,11171.824869275093,Residential,land_use,1.9,3.1,3649.7,35.342935287726554,139.6130907295055
ghsl_5929_cell_04791,ghsl_5929,9404.482218921185,Civic,land_use,2.8,11.8,2736.5,35.342935287726554,139.62441239278485
ghsl_5929_cell_04792,ghsl_5929,8018.326809030026,Residential,land_use,7.9,7.4,1928.6,35.342935287726554,139.63573405606422
ghsl_5929_cell_04793,ghsl_5929,4916.552235096693,Industrial,land_use,2.6,13.9,1060.1,35.342935287726554,139.64705571934357
ghsl_5929_cell_04794,ghsl_5929,207.71955312415957,Industrial,land_use,2.9,0.0,385.7,35.342935287726554,139.65837738262294
ghsl_5929_cell_04795,ghsl_5929,1808.7476941607893,Civic,land_use,0.0,56.4,386.4,35.334197414514435,139.1055559058451
ghsl_5929_cell_04796,ghsl_5929,3907.4992883205414,Civic,land_use,1.2,52.7,492.7,35.334197414514435,139.11687680561366
ghsl_5929_cell_04797,ghsl_5929,3518.169003268704,Civic,land_use,17.1,53.6,1159.1,35.33419741451443,139.12819770538218
ghsl_5929_cell_04798,ghsl_5929,3051.3515992597677,Civic,land_use,1.9,45.6,1058.6,35.334197414514435,139.13951860515073
ghsl_5929_cell_04799,ghsl_5929,3804.8910497576,Civic,land_use,0.2,48.3,386.3,35.334197414514435,139.15083950491928
ghsl_5929_cell_04800,ghsl_5929,211.45063231140375,Residential,heuristic,5.7,135.7,386.2,35.33419741451443,139.28669030214164
ghsl_5929_cell_04801,ghsl_5929,2157.742855652701,Residential,heuristic,13.2,39.7,1158.5,35.334197414514435,139.29801120191019
ghsl_5929_cell_04802,ghsl_5929,8055.719135284424,Civic,land_use,1.3,9.8,1930.7,35.334197414514435,139.3093321016787
ghsl_5929_cell_04803,ghsl_5929,5366.927408397198,Civic,land_use,2.6,1.5,2739.0,35.334197414514435,139.32065300144725
ghsl_5929_cell_04804,ghsl_5929,7663.931437492371,Civic,land_use,0.8,10.4,2462.8,35.33419741451443,139.33197390121578
ghsl_5929_cell_04805,ghsl_5929,8881.216495513916,Industrial,land_use,2.1,7.3,2423.4,35.334197414514435,139.3432948009843
ghsl_5929_cell_04806,ghsl_5929,9661.423971652985,Commercial,land_use,1.1,8.6,2423.4,35.33419741451443,139.35461570075284
ghsl_5929_cell_04807,ghsl_5929,3831.1977753015235,Industrial,land_use,2.6,2.9,2462.7,35.334197414514435,139.3659366005214
ghsl_5929_cell_04808,ghsl_5929,6462.834531132132,Residential,land_use,20.0,4.2,2423.1,35.33419741451443,139.3772575002899
ghsl_5929_cell_04809,ghsl_5929,9333.461084365845,Industrial,land_use,1.7,4.3,2422.7,35.334197414514435,139.3885784000584
ghsl_5929_cell_04810,ghsl_5929,9909.795885562897,Industrial,land_use,4.6,7.8,2422.5,35.33419741451443,139.39989929982693
ghsl_5929_cell_04811,ghsl_5929,9893.415971755981,Commercial,land_use,0.4,9.8,2422.3,35.334197414514435,139.41122019959548
ghsl_5929_cell_04812,ghsl_5929,8973.970407485962,Industrial,land_use,0.1,12.5,2422.2,35.334197414514435,139.42254109936405
ghsl_5929_cell_04813,ghsl_5929,10591.06012916565,Industrial,land_use,0.0,12.5,2422.3,35.334197414514435,139.43386199913257
ghsl_5929_cell_04814,ghsl_5929,10368.647232055664,Residential,heuristic,0.2,13.4,2422.5,35.334197414514435,139.4451828989011
ghsl_5929_cell_04815,ghsl_5929,10022.391561508179,Civic,land_use,0.8,11.7,2422.8,35.334197414514435,139.45650379866967
ghsl_5929_cell_04816,ghsl_5929,6426.759055614471,Commercial,land_use,6.7,9.9,2423.2,35.33419741451443,139.46782469843816
ghsl_5929_cell_04817,ghsl_5929,10737.805324554443,Civic,land_use,0.4,13.0,2494.9,35.334197414514435,139.4791455982067
ghsl_5929_cell_04818,ghsl_5929,9955.538096904755,Industrial,land_use,2.3,8.7,2916.3,35.334197414514435,139.49046649797523
ghsl_5929_cell_04819,ghsl_5929,7433.709171533585,Industrial,land_use,4.4,13.0,3392.7,35.334197414514435,139.50178739774378
ghsl_5929_cell_04820,ghsl_5929,6792.917699813843,Commercial,land_use,1.8,8.0,3418.5,35.334197414514435,139.51310829751233
ghsl_5929_cell_04821,ghsl_5929,6933.093259163201,Civic,land_use,1.6,40.2,3447.2,35.334197414514435,139.52442919728082
ghsl_5929_cell_04822,ghsl_5929,3876.861038429197,Green,land_use,42.2,57.5,3392.7,35.33419741451443,139.53575009704934
ghsl_5929_cell_04823,ghsl_5929,1409.2625796771608,Utility,land_use,1.2,54.7,3418.6,35.334197414514435,139.5470709968179
ghsl_5929_cell_04824,ghsl_5929,2137.9090293748304,Civic,land_use,1.8,97.5,3689.1,35.334197414514435,139.55839189658644
ghsl_5929_cell_04825,ghsl_5929,762.3930074414238,Residential,land_use,0.0,101.2,4201.5,35.334197414514435,139.56971279635496
ghsl_5929_cell_04826,ghsl_5929,214.9474453739822,Residential,heuristic,19.6,132.0,4880.1,35.334197414514435,139.58103369612348
ghsl_5929_cell_04827,ghsl_5929,2448.338656417094,Commercial,land_use,3.8,68.6,5255.4,35.334197414514435,139.59235459589203
ghsl_5929_cell_04828,ghsl_5929,8515.26324351132,Civic,land_use,1.2,32.6,4231.5,35.334197414514435,139.60367549566055
ghsl_5929_cell_04829,ghsl_5929,11831.194873571396,Industrial,land_use,4.1,11.9,3211.2,35.334197414514435,139.61499639542907
ghsl_5929_cell_04830,ghsl_5929,9998.70055892691,Civic,land_use,35.3,5.3,2199.2,35.33419741451443,139.62631729519765
ghsl_5929_cell_04831,ghsl_5929,1738.4497589953244,Industrial,land_use,2.2,0.0,1216.6,35.33419741451443,139.63763819496614
ghsl_5929_cell_04832,ghsl_5929,18.48950779857114,Residential,heuristic,0.6,0.0,385.7,35.33419741451443,139.6489590947347
ghsl_5929_cell_04833,ghsl_5929,1727.6762920524925,Civic,land_use,0.0,83.0,386.5,35.32545989680396,139.09617836482073
ghsl_5929_cell_04834,ghsl_5929,2829.4162745550275,Civic,land_use,0.8,76.4,1058.4,35.32545989680396,139.10749850141195
ghsl_5929_cell_04835,ghsl_5929,2717.11689928174,Civic,land_use,0.0,42.3,1478.0,35.32545989680396,139.1188186380032
ghsl_5929_cell_04836,ghsl_5929,3640.6993157938123,Residential,heuristic,1.9,41.3,1946.5,35.32545989680396,139.13013877459443
ghsl_5929_cell_04837,ghsl_5929,969.7788305985741,Civic,land_use,15.3,36.8,1058.5,35.32545989680396,139.14145891118568
ghsl_5929_cell_04838,ghsl_5929,2086.783563474193,Civic,land_use,0.1,36.9,484.7,35.325459896803956,139.1527790477769
ghsl_5929_cell_04839,ghsl_5929,2185.613817151636,Residential,heuristic,3.0,87.2,386.4,35.32545989680396,139.16409918436815
ghsl_5929_cell_04840,ghsl_5929,209.39532895665616,Residential,heuristic,0.0,104.1,386.3,35.32545989680396,139.26598041368925
ghsl_5929_cell_04841,ghsl_5929,40.8047626176849,Residential,heuristic,0.0,112.9,492.6,35.32545989680396,139.27730055028053
ghsl_5929_cell_04842,ghsl_5929,511.37708323588595,Residential,heuristic,1.2,26.2,1158.7,35.32545989680396,139.28862068687172
ghsl_5929_cell_04843,ghsl_5929,2506.780104098376,Residential,heuristic,11.2,68.8,1931.0,35.32545989680396,139.29994082346295
ghsl_5929_cell_04844,ghsl_5929,2373.5775979869068,Civic,land_use,3.7,67.5,2423.3,35.32545989680396,139.3112609600542
ghsl_5929_cell_04845,ghsl_5929,2411.425899937749,Civic,land_use,2.4,27.9,1945.6,35.32545989680396,139.32258109664545
ghsl_5929_cell_04846,ghsl_5929,6729.571011543274,Utility,land_use,1.9,6.0,1477.7,35.32545989680396,139.3339012332367
ghsl_5929_cell_04847,ghsl_5929,9932.486530303955,Utility,land_use,2.2,8.1,1454.0,35.32545989680396,139.34522136982793
ghsl_5929_cell_04848,ghsl_5929,8717.232872605324,Industrial,land_use,2.9,7.9,1454.0,35.32545989680396,139.35654150641918
ghsl_5929_cell_04849,ghsl_5929,3317.3438519239426,Utility,land_use,9.1,0.0,1477.6,35.32545989680396,139.36786164301037
ghsl_5929_cell_04850,ghsl_5929,4123.1213960768655,Green,land_use,67.3,4.2,1453.7,35.32545989680396,139.37918177960162
ghsl_5929_cell_04851,ghsl_5929,9917.263423919678,Residential,land_use,2.1,3.7,1453.3,35.32545989680396,139.39050191619287
ghsl_5929_cell_04852,ghsl_5929,12087.43677520752,Civic,land_use,0.9,8.1,1453.0,35.32545989680396,139.40182205278413
ghsl_5929_cell_04853,ghsl_5929,10317.136222839355,Residential,heuristic,0.0,8.7,1452.9,35.32545989680396,139.41314218937535
ghsl_5929_cell_04854,ghsl_5929,9183.260779721662,Civic,land_use,0.9,11.1,1452.8,35.32545989680396,139.42446232596657
ghsl_5929_cell_04855,ghsl_5929,9011.141646623611,Civic,land_use,21.9,10.1,1452.9,35.32545989680396,139.43578246255782
ghsl_5929_cell_04856,ghsl_5929,6519.104043006897,Civic,land_use,28.6,11.5,1453.1,35.32545989680396,139.44710259914905
ghsl_5929_cell_04857,ghsl_5929,7045.784852981567,Residential,land_use,3.9,9.8,1453.5,35.32545989680396,139.4584227357403
ghsl_5929_cell_04858,ghsl_5929,7798.9730052948,Civic,land_use,1.0,5.3,1453.9,35.32545989680396,139.46974287233152
ghsl_5929_cell_04859,ghsl_5929,9164.163246154785,Civic,land_use,1.6,9.7,1644.1,35.32545989680396,139.48106300892277
ghsl_5929_cell_04860,ghsl_5929,5180.864094879478,Civic,land_use,1.0,49.1,2311.4,35.32545989680396,139.49238314551403
ghsl_5929_cell_04861,ghsl_5929,5845.365363392979,Civic,land_use,3.2,38.7,2423.3,35.32545989680396,139.50370328210525
ghsl_5929_cell_04862,ghsl_5929,7757.239453315735,Residential,heuristic,3.6,51.8,2494.8,35.32545989680396,139.51502341869647
ghsl_5929_cell_04863,ghsl_5929,4883.507534564473,Civic,land_use,9.2,61.1,2462.3,35.32545989680396,139.52634355528772
ghsl_5929_cell_04864,ghsl_5929,1537.436500577256,Civic,land_use,7.7,98.8,2423.3,35.32545989680396,139.53766369187895
ghsl_5929_cell_04865,ghsl_5929,3503.1241584736854,Utility,land_use,0.2,49.8,2494.9,35.32545989680396,139.5489838284702
ghsl_5929_cell_04866,ghsl_5929,4443.9972881525755,Civic,land_use,1.1,15.9,2916.5,35.32545989680396,139.5603039650614
ghsl_5929_cell_04867,ghsl_5929,3748.7348398994654,Residential,heuristic,1.0,52.9,3592.6,35.32545989680396,139.57162410165265
ghsl_5929_cell_04868,ghsl_5929,543.3343140655197,Residential,heuristic,0.0,43.3,4407.7,35.32545989680396,139.5829442382439
ghsl_5929_cell_04869,ghsl_5929,2759.599621489644,Civic,land_use,1.5,75.3,5082.8,35.32545989680396,139.59426437483515
ghsl_5929_cell_04870,ghsl_5929,10907.218380630016,Civic,land_use,3.6,41.4,4059.4,35.32545989680396,139.60558451142637
ghsl_5929_cell_04871,ghsl_5929,9923.064040899277,Residential,land_use,2.4,3.7,3040.0,35.32545989680396,139.61690464801762
ghsl_5929_cell_04872,ghsl_5929,6471.826664704829,Civic,land_use,7.6,1.8,2030.5,35.325459896803956,139.62822478460885
ghsl_5929_cell_04873,ghsl_5929,1689.8913213242777,Residential,land_use,15.3,7.2,1059.9,35.32545989680396,139.63954492120007
ghsl_5929_cell_04874,ghsl_5929,2634.12478533946,Industrial,land_use,0.0,8.3,484.7,35.32545989680396,139.6508650577913
ghsl_5929_cell_04875,ghsl_5929,1257.534403333906,Residential,heuristic,0.0,0.0,385.8,35.32545989680396,139.66218519438254
ghsl_5929_cell_04876,ghsl_5929,3416.994566589594,Utility,land_use,0.0,58.8,386.5,35.316722734454615,139.09812429391286
ghsl_5929_cell_04877,ghsl_5929,4622.116251945496,Industrial,land_use,1.2,38.7,484.7,35.316722734454615,139.10944366766014
ghsl_5929_cell_04878,ghsl_5929,4405.389256477356,Industrial,land_use,0.1,38.2,1058.4,35.316722734454615,139.12076304140749
ghsl_5929_cell_04879,ghsl_5929,2180.1969012208283,Residential,heuristic,12.4,31.8,1642.4,35.31672273445462,139.13208241515483
ghsl_5929_cell_04880,ghsl_5929,1355.0673673581332,Civic,land_use,20.0,31.5,1642.7,35.31672273445462,139.14340178890214
ghsl_5929_cell_04881,ghsl_5929,2574.5151181817055,Industrial,land_use,7.2,33.1,1058.4,35.316722734454615,139.15472116264948
ghsl_5929_cell_04882,ghsl_5929,1543.0420322846621,Civic,land_use,2.3,32.0,386.4,35.316722734454615,139.16604053639674
ghsl_5929_cell_04883,ghsl_5929,3098.9701852062717,Civic,land_use,0.1,75.0,386.4,35.316722734454615,139.245276152628
ghsl_5929_cell_04884,ghsl_5929,875.7089739078656,Industrial,land_use,0.0,121.6,492.6,35.31672273445462,139.25659552637535
ghsl_5929_cell_04885,ghsl_5929,537.7806048709899,Industrial,land_use,1.0,87.6,1158.9,35.316722734454615,139.2679149001226
ghsl_5929_cell_04886,ghsl_5929,1793.4457599641755,Civic,land_use,0.0,17.7,1477.8,35.316722734454615,139.27923427386995
ghsl_5929_cell_04887,ghsl_5929,84.23463678220287,Residential,heuristic,2.6,58.5,1945.8,35.31672273445462,139.2905536476173
ghsl_5929_cell_04888,ghsl_5929,181.3901348328218,Residential,heuristic,0.3,119.6,1477.7,35.316722734454615,139.30187302136457
ghsl_5929_cell_04889,ghsl_5929,1180.0487780352123,Residential,heuristic,0.2,107.4,1453.9,35.31672273445462,139.31319239511188
ghsl_5929_cell_04890,ghsl_5929,5424.558536291122,Residential,land_use,3.5,4.8,1158.8,35.316722734454615,139.32451176885922
ghsl_5929_cell_04891,ghsl_5929,5977.60616779374,Civic,land_use,1.4,8.1,492.6,35.316722734454615,139.33583114260654
ghsl_5929_cell_04892,ghsl_5929,5469.542312845588,Civic,land_use,0.8,9.5,484.6,35.316722734454615,139.34715051635388
ghsl_5929_cell_04893,ghsl_5929,3238.068859539926,Civic,land_use,7.9,12.6,484.7,35.31672273445462,139.35846989010116
ghsl_5929_cell_04894,ghsl_5929,546.8056987440214,Utility,land_use,8.9,0.0,492.5,35.316722734454615,139.3697892638485
ghsl_5929_cell_04895,ghsl_5929,3127.9077661298215,Civic,land_use,2.0,10.6,484.2,35.31672273445462,139.38110863759584
ghsl_5929_cell_04896,ghsl_5929,3085.2922201361507,Civic,land_use,0.0,0.0,483.9,35.316722734454615,139.39242801134316
ghsl_5929_cell_04897,ghsl_5929,2036.0890822601505,Residential,heuristic,6.0,0.0,483.6,35.31672273445462,139.40374738509047
ghsl_5929_cell_04898,ghsl_5929,1601.5943755116314,Civic,land_use,2.3,3.1,483.5,35.31672273445461,139.41506675883778
ghsl_5929_cell_04899,ghsl_5929,341.65761479362845,Residential,heuristic,0.0,0.0,483.5,35.31672273445462,139.42638613258507
ghsl_5929_cell_04900,ghsl_5929,45.9766879780218,Residential,heuristic,1.9,0.0,483.6,35.316722734454615,139.43770550633238
ghsl_5929_cell_04901,ghsl_5929,831.481630384922,Commercial,land_use,0.0,0.0,483.8,35.316722734454615,139.4490248800797
ghsl_5929_cell_04902,ghsl_5929,2904.212319970131,Civic,land_use,0.7,0.0,484.2,35.316722734454615,139.46034425382706
ghsl_5929_cell_04903,ghsl_5929,4087.8195945471525,Commercial,land_use,3.2,3.8,484.6,35.316722734454615,139.47166362757437
ghsl_5929_cell_04904,ghsl_5929,6762.899215352256,Civic,land_use,3.2,8.0,1059.4,35.316722734454615,139.48298300132166
ghsl_5929_cell_04905,ghsl_5929,7410.212730050087,Civic,land_use,0.8,54.6,1477.4,35.316722734454615,139.49430237506897
ghsl_5929_cell_04906,ghsl_5929,7892.952640891075,Civic,land_use,1.2,17.7,1454.0,35.316722734454615,139.5056217488163
ghsl_5929_cell_04907,ghsl_5929,4094.3558163903654,Residential,heuristic,36.1,75.1,1644.0,35.316722734454615,139.51694112256362
ghsl_5929_cell_04908,ghsl_5929,3312.5771308075637,Residential,heuristic,0.5,67.3,1477.4,35.31672273445461,139.52826049631093
ghsl_5929_cell_04909,ghsl_5929,4791.580061152577,Civic,land_use,0.3,60.7,1454.0,35.316722734454615,139.53957987005825
ghsl_5929_cell_04910,ghsl_5929,7795.63717296347,Civic,land_use,0.2,3.3,1644.2,35.316722734454615,139.5508992438056
ghsl_5929_cell_04911,ghsl_5929,3517.6114953421056,Residential,land_use,0.4,54.9,2311.6,35.316722734454615,139.5622186175529
ghsl_5929_cell_04912,ghsl_5929,2682.697812269442,Civic,land_use,1.0,40.4,3178.5,35.316722734454615,139.5735379913002
ghsl_5929_cell_04913,ghsl_5929,569.6720925606787,Residential,heuristic,0.0,97.4,4120.9,35.31672273445462,139.58485736504753
ghsl_5929_cell_04914,ghsl_5929,188.4473937889561,Utility,land_use,3.6,103.1,4879.0,35.316722734454615,139.59617673879487
ghsl_5929_cell_04915,ghsl_5929,6710.1465277904645,Residential,land_use,7.7,31.4,4121.7,35.316722734454615,139.6074961125422
ghsl_5929_cell_04916,ghsl_5929,9223.448637604713,Civic,land_use,1.4,10.9,3179.4,35.316722734454615,139.61881548628952
ghsl_5929_cell_04917,ghsl_5929,8890.064758300781,Civic,land_use,8.8,5.8,2199.6,35.31672273445461,139.6301348600368
ghsl_5929_cell_04918,ghsl_5929,5172.967096239328,Industrial,land_use,1.6,5.7,1216.9,35.316722734454615,139.64145423378412
ghsl_5929_cell_04919,ghsl_5929,632.2501416876912,Residential,heuristic,0.0,0.0,385.8,35.316722734454615,139.65277360753143
ghsl_5929_cell_04920,ghsl_5929,2581.3551946119405,Residential,heuristic,0.0,37.7,386.6,35.307985927325966,139.11139140361644
ghsl_5929_cell_04921,ghsl_5929,3148.5471999659203,Civic,land_use,0.0,31.1,484.6,35.307985927325966,139.12271001485306
ghsl_5929_cell_04922,ghsl_5929,4400.072157382965,Civic,land_use,0.0,29.6,1058.3,35.307985927325966,139.13402862608964
ghsl_5929_cell_04923,ghsl_5929,3113.6443335888907,Residential,land_use,9.2,30.0,2028.9,35.30798592732596,139.14534723732626
ghsl_5929_cell_04924,ghsl_5929,1151.7485856851563,Residential,land_use,6.5,24.9,1058.4,35.307985927325966,139.15666584856285
ghsl_5929_cell_04925,ghsl_5929,1422.70143215172,Residential,heuristic,0.6,25.9,386.5,35.307985927325966,139.16798445979947
ghsl_5929_cell_04926,ghsl_5929,1152.6434294693172,Residential,land_use,0.6,58.8,386.4,35.307985927325966,139.22457751598253
ghsl_5929_cell_04927,ghsl_5929,3775.372696131468,Civic,land_use,0.5,60.8,492.6,35.307985927325966,139.23589612721915
ghsl_5929_cell_04928,ghsl_5929,4165.371710885316,Industrial,land_use,0.2,26.2,1159.2,35.307985927325966,139.2472147384558
ghsl_5929_cell_04929,ghsl_5929,5227.249371206388,Utility,land_use,7.6,28.4,1477.8,35.307985927325966,139.25853334969244
ghsl_5929_cell_04930,ghsl_5929,4017.839392016642,Civic,land_use,1.3,36.0,1453.8,35.307985927325966,139.269851960929
ghsl_5929_cell_04931,ghsl_5929,4201.576505387202,Residential,heuristic,3.1,14.6,1453.8,35.307985927325966,139.2811705721656
ghsl_5929_cell_04932,ghsl_5929,2158.6540845725685,Commercial,land_use,29.4,22.6,1159.0,35.307985927325966,139.29248918340227
ghsl_5929_cell_04933,ghsl_5929,4258.406285410747,Residential,land_use,5.6,19.6,492.6,35.307985927325966,139.3038077946389
ghsl_5929_cell_04934,ghsl_5929,3392.3198373857886,Residential,land_use,0.3,14.0,484.6,35.307985927325966,139.31512640587547
ghsl_5929_cell_04935,ghsl_5929,3.8293721778318286,Residential,heuristic,0.0,0.0,386.3,35.307985927325966,139.32644501711212
ghsl_5929_cell_04936,ghsl_5929,0.10713663697242737,Residential,heuristic,0.0,0.0,386.2,35.307985927325966,139.36040085082192
ghsl_5929_cell_04937,ghsl_5929,713.3617775589228,Commercial,land_use,28.3,0.0,386.1,35.307985927325966,139.47358696318807
ghsl_5929_cell_04938,ghsl_5929,3472.471592357382,Civic,land_use,1.3,8.5,1059.3,35.307985927325966,139.4849055744247
ghsl_5929_cell_04939,ghsl_5929,4700.090693894774,Civic,land_use,0.9,24.7,492.5,35.307985927325966,139.4962241856613
ghsl_5929_cell_04940,ghsl_5929,3715.253915289417,Civic,land_use,1.2,64.1,484.6,35.307985927325966,139.50754279689795
ghsl_5929_cell_04941,ghsl_5929,5152.003585740924,Civic,land_use,1.5,63.0,1059.4,35.307985927325966,139.51886140813454
ghsl_5929_cell_04942,ghsl_5929,3727.9789681993425,Civic,land_use,0.2,59.4,492.5,35.307985927325966,139.53018001937116
ghsl_5929_cell_04943,ghsl_5929,2291.826466590166,Commercial,land_use,3.1,0.0,484.6,35.307985927325966,139.54149863060778
ghsl_5929_cell_04944,ghsl_5929,5424.193328380585,Utility,land_use,2.1,9.2,1059.5,35.307985927325966,139.5528172418444
ghsl_5929_cell_04945,ghsl_5929,3906.3098329491913,Civic,land_use,1.0,82.7,2030.2,35.307985927325966,139.564135853081
ghsl_5929_cell_04946,ghsl_5929,4216.214101644233,Residential,heuristic,0.0,40.0,2915.8,35.307985927325966,139.57545446431763
ghsl_5929_cell_04947,ghsl_5929,2003.3986643999815,Civic,land_use,37.0,37.0,3591.9,35.307985927325966,139.58677307555425
ghsl_5929_cell_04948,ghsl_5929,4573.747612670995,Civic,land_use,0.0,43.5,4200.1,35.307985927325966,139.59809168679087
ghsl_5929_cell_04949,ghsl_5929,2121.7695276737213,Residential,land_use,1.5,56.0,4059.4,35.307985927325966,139.60941029802748
ghsl_5929_cell_04950,ghsl_5929,7237.014147639275,Civic,land_use,2.0,46.9,3039.9,35.307985927325966,139.62072890926407
ghsl_5929_cell_04951,ghsl_5929,8705.812223508954,Industrial,land_use,1.4,59.3,2030.4,35.307985927325966,139.63204752050072
ghsl_5929_cell_04952,ghsl_5929,1411.0380822219886,Utility,land_use,0.1,5.7,1059.7,35.307985927325966,139.6433661317373
ghsl_5929_cell_04953,ghsl_5929,93.73381754010916,Residential,heuristic,0.0,0.0,385.9,35.307985927325966,139.6546847429739
ghsl_5929_cell_04954,ghsl_5929,3250.2811351269484,Residential,heuristic,0.1,38.5,386.6,35.29924947527762,139.12465955736698
ghsl_5929_cell_04955,ghsl_5929,2678.707602704875,Civic,land_use,10.1,23.8,1058.2,35.29924947527763,139.135977406426
ghsl_5929_cell_04956,ghsl_5929,4300.897255182266,Residential,land_use,4.3,24.4,1642.0,35.29924947527761,139.14729525548492
ghsl_5929_cell_04957,ghsl_5929,1948.5378140877,Industrial,land_use,8.6,24.8,1058.3,35.29924947527762,139.1586131045439
ghsl_5929_cell_04958,ghsl_5929,2407.6358099700883,Residential,heuristic,6.1,20.0,484.6,35.29924947527762,139.16993095360291
ghsl_5929_cell_04959,ghsl_5929,3964.641706444323,Civic,land_use,0.5,27.8,484.8,35.29924947527762,139.18124880266186
ghsl_5929_cell_04960,ghsl_5929,2083.3122822344303,Civic,land_use,0.8,25.0,484.9,35.29924947527762,139.19256665172085
ghsl_5929_cell_04961,ghsl_5929,219.2021537637338,Residential,heuristic,0.2,223.7,484.8,35.29924947527762,139.2038845007798
ghsl_5929_cell_04962,ghsl_5929,152.83612059662119,Residential,heuristic,0.0,88.2,492.6,35.29924947527762,139.21520234983873
ghsl_5929_cell_04963,ghsl_5929,2625.5329226851463,Civic,land_use,0.6,33.7,1159.4,35.29924947527761,139.2265201988977
