cell_id:ID(GridCell),city_id,population:float,type,type_source,green_cover_pct:float,elevation_m:float,dist_to_boundary_m:float,centroid_lat:float,centroid_lon:float
ghsl_5929_cell_00000,ghsl_5929,1607.9562542685308,Commercial,land_use,21.1,22.2,380.4,36.209768130402225,139.71097546869987
ghsl_5929_cell_00001,ghsl_5929,1700.027494979091,Industrial,land_use,6.9,19.6,380.4,36.209768130402225,139.72237439787776
ghsl_5929_cell_00002,ghsl_5929,1394.2847556695342,Commercial,land_use,3.1,23.1,380.3,36.209768130402225,139.7565711854114
ghsl_5929_cell_00003,ghsl_5929,2730.8312924802303,Residential,land_use,23.8,20.8,380.5,36.2009943573345,139.70120277826527
ghsl_5929_cell_00004,ghsl_5929,4427.527545928955,Civic,land_use,1.4,21.8,1069.2,36.2009943573345,139.71260091009557
ghsl_5929_cell_00005,ghsl_5929,3105.64960578084,Commercial,land_use,0.5,16.3,486.8,36.2009943573345,139.72399904192588
ghsl_5929_cell_00006,ghsl_5929,1829.7014287495986,Commercial,land_use,0.0,18.8,486.8,36.2009943573345,139.73539717375618
ghsl_5929_cell_00007,ghsl_5929,2141.6095700860023,Residential,heuristic,0.0,19.5,492.2,36.2009943573345,139.7467953055865
ghsl_5929_cell_00008,ghsl_5929,2067.0894289016724,Civic,land_use,3.6,21.5,380.4,36.2009943573345,139.75819343741682
ghsl_5929_cell_00009,ghsl_5929,3524.2475122681353,Civic,land_use,2.3,23.0,380.6,36.19222095396793,139.70283171338
ghsl_5929_cell_00010,ghsl_5929,4647.65691947937,Residential,land_use,1.0,17.6,1069.1,36.19222095396793,139.71422904821281
ghsl_5929_cell_00011,ghsl_5929,2301.94238414336,Civic,land_use,0.0,18.4,1460.3,36.19222095396793,139.72562638304564
ghsl_5929_cell_00012,ghsl_5929,2439.965605556965,Commercial,land_use,0.0,19.5,1201.4,36.192220953967926,139.73702371787846
ghsl_5929_cell_00013,ghsl_5929,2075.676283597946,Industrial,land_use,0.8,20.7,380.5,36.19222095396793,139.7484210527113
ghsl_5929_cell_00014,ghsl_5929,3321.3767966628075,Residential,land_use,13.3,16.0,380.6,36.18344792015616,139.70446334378963
ghsl_5929_cell_00015,ghsl_5929,2162.4002891629934,Commercial,land_use,18.3,18.1,1069.0,36.18344792015616,139.71585988197486
ghsl_5929_cell_00016,ghsl_5929,1778.1573561076075,Utility,land_use,18.0,17.9,1919.2,36.183447920156155,139.7272564201601
ghsl_5929_cell_00017,ghsl_5929,2049.2591963410378,Residential,heuristic,1.9,16.8,1069.1,36.18344792015616,139.73865295834537
ghsl_5929_cell_00018,ghsl_5929,1331.5147233083844,Commercial,land_use,6.5,16.7,380.5,36.183447920156155,139.7500494965306
ghsl_5929_cell_00019,ghsl_5929,1217.011610660702,Commercial,land_use,31.0,18.1,380.7,36.17467525575288,139.70609766841858
ghsl_5929_cell_00020,ghsl_5929,1271.0233951434493,Industrial,land_use,36.6,19.1,1068.9,36.174675255752895,139.71749341030596
ghsl_5929_cell_00021,ghsl_5929,1778.3746646940708,Industrial,land_use,10.6,19.9,1141.9,36.17467525575288,139.72888915219332
ghsl_5929_cell_00022,ghsl_5929,1544.0978777837008,Commercial,land_use,0.5,17.1,492.2,36.174675255752895,139.74028489408073
ghsl_5929_cell_00023,ghsl_5929,1774.5342190125957,Civic,land_use,0.4,18.3,380.6,36.17467525575288,139.7516806359681
ghsl_5929_cell_00024,ghsl_5929,1528.4331843950786,Civic,land_use,8.7,29.1,380.9,36.16590296061187,139.47983576741038
ghsl_5929_cell_00025,ghsl_5929,1896.325676113367,Industrial,land_use,19.9,18.8,380.7,36.16590296061187,139.7077346861921
ghsl_5929_cell_00026,ghsl_5929,1279.6500438856892,Industrial,land_use,37.9,15.3,1068.8,36.16590296061187,139.71912963213123
ghsl_5929_cell_00027,ghsl_5929,635.51208336954,Commercial,land_use,13.4,12.2,380.7,36.16590296061187,139.73052457807032
ghsl_5929_cell_00028,ghsl_5929,1704.1567737539299,Civic,land_use,18.5,19.2,381.0,36.15713103458694,139.47009723889306
ghsl_5929_cell_00029,ghsl_5929,981.2834025621414,Civic,land_use,17.7,19.6,381.0,36.157131034586946,139.4814913892332
ghsl_5929_cell_00030,ghsl_5929,1457.7794204822276,Commercial,land_use,17.0,14.1,380.7,36.157131034586946,139.70937439603665
ghsl_5929_cell_00031,ghsl_5929,1110.5451946160756,Industrial,land_use,39.4,13.7,380.8,36.157131034586946,139.72076854637683
ghsl_5929_cell_00032,ghsl_5929,514.3263838291168,Civic,land_use,5.6,18.7,381.1,36.148359477531976,139.44896962979868
ghsl_5929_cell_00033,ghsl_5929,3805.5945484638214,Civic,land_use,3.8,20.4,492.3,36.14835947753197,139.46036298488914
ghsl_5929_cell_00034,ghsl_5929,3903.181046962738,Civic,land_use,2.5,19.5,1067.9,36.148359477531976,139.4717563399796
ghsl_5929_cell_00035,ghsl_5929,2595.6410871762782,Industrial,land_use,1.1,20.0,486.6,36.148359477531976,139.4831496950701
ghsl_5929_cell_00036,ghsl_5929,1355.8083106223494,Residential,heuristic,0.0,17.2,381.1,36.148359477531976,139.49454305016056
ghsl_5929_cell_00037,ghsl_5929,780.0309883533046,Civic,land_use,3.6,9.0,380.7,36.14835947753198,139.699623441789
ghsl_5929_cell_00038,ghsl_5929,1534.530808866024,Commercial,land_use,11.6,15.3,380.8,36.148359477531976,139.71101679687948
ghsl_5929_cell_00039,ghsl_5929,1584.4143290142529,Residential,heuristic,4.0,20.1,381.2,36.13958828930092,139.42784788290368
ghsl_5929_cell_00040,ghsl_5929,2019.0023364424706,Civic,land_use,27.2,18.8,492.4,36.13958828930092,139.4392404430935
ghsl_5929_cell_00041,ghsl_5929,4612.427480220795,Utility,land_use,0.9,20.2,1143.4,36.13958828930091,139.4506330032833
ghsl_5929_cell_00042,ghsl_5929,4400.250175476074,Civic,land_use,1.1,20.6,1477.1,36.13958828930092,139.4620255634731
ghsl_5929_cell_00043,ghsl_5929,3835.413725376129,Civic,land_use,0.8,21.7,1143.5,36.13958828930092,139.47341812366292
ghsl_5929_cell_00044,ghsl_5929,2282.9370249048807,Industrial,land_use,10.0,17.6,381.2,36.13958828930092,139.48481068385271
ghsl_5929_cell_00045,ghsl_5929,2995.293236732483,Residential,land_use,2.5,14.2,380.8,36.13958828930092,139.68987676726914
ghsl_5929_cell_00046,ghsl_5929,2454.6380891017616,Civic,land_use,5.4,13.3,1068.5,36.13958828930092,139.70126932745896
ghsl_5929_cell_00047,ghsl_5929,802.54711086303,Green,land_use,50.1,12.7,380.8,36.13958828930092,139.71266188764875
ghsl_5929_cell_00048,ghsl_5929,2495.0304577630013,Residential,heuristic,0.0,23.7,381.3,36.130817469747775,139.40673199504778
ghsl_5929_cell_00049,ghsl_5929,2473.121734857559,Commercial,land_use,0.0,20.7,486.5,36.13081746974777,139.41812376068572
ghsl_5929_cell_00050,ghsl_5929,2566.935119178379,Commercial,land_use,18.4,19.2,486.6,36.13081746974777,139.42951552632374
ghsl_5929_cell_00051,ghsl_5929,3850.402958512306,Civic,land_use,0.3,20.5,1067.7,36.130817469747775,139.44090729196176
ghsl_5929_cell_00052,ghsl_5929,2586.413606032729,Commercial,land_use,10.3,21.6,1906.1,36.13081746974777,139.45229905759976
ghsl_5929_cell_00053,ghsl_5929,3772.5841343849897,Commercial,land_use,2.4,19.6,1143.6,36.13081746974777,139.46369082323776
ghsl_5929_cell_00054,ghsl_5929,1797.050766043365,Civic,land_use,14.4,16.0,381.2,36.130817469747775,139.47508258887575
ghsl_5929_cell_00055,ghsl_5929,1682.2218496596906,Civic,land_use,1.3,12.0,380.9,36.13081746974777,139.68013437035978
ghsl_5929_cell_00056,ghsl_5929,3122.6222861409187,Civic,land_use,15.0,10.9,1142.6,36.130817469747775,139.6915261359978
ghsl_5929_cell_00057,ghsl_5929,2318.8423762691673,Civic,land_use,7.2,11.5,492.2,36.13081746974777,139.7029179016358
ghsl_5929_cell_00058,ghsl_5929,1081.4036152213812,Industrial,land_use,0.0,16.4,380.9,36.130817469747775,139.7143096672738
ghsl_5929_cell_00059,ghsl_5929,2805.39169870317,Utility,land_use,1.9,22.9,381.3,36.122047018726605,139.43118584881236
ghsl_5929_cell_00060,ghsl_5929,3049.6210361439735,Civic,land_use,4.9,20.4,1067.6,36.122047018726605,139.4425768202472
ghsl_5929_cell_00061,ghsl_5929,1047.8912002469879,Residential,heuristic,30.5,17.6,1203.4,36.12204701872661,139.45396779168215
ghsl_5929_cell_00062,ghsl_5929,1120.5075037181377,Residential,heuristic,15.8,20.9,381.2,36.122047018726605,139.46535876311702
ghsl_5929_cell_00063,ghsl_5929,1464.0498769311234,Residential,heuristic,0.0,11.4,381.0,36.1220470187266,139.65900527751023
ghsl_5929_cell_00064,ghsl_5929,1971.7986688055098,Residential,heuristic,4.5,16.2,492.2,36.122047018726605,139.6703962489451
ghsl_5929_cell_00065,ghsl_5929,1546.0348538905382,Commercial,land_use,0.7,11.2,1142.9,36.1220470187266,139.68178722038
ghsl_5929_cell_00066,ghsl_5929,1098.9333577584475,Civic,land_use,0.9,10.6,381.0,36.122047018726605,139.6931781918149
ghsl_5929_cell_00067,ghsl_5929,2473.780681800097,Industrial,land_use,0.7,21.5,381.4,36.11327693609153,139.43285884930495
ghsl_5929_cell_00068,ghsl_5929,1661.1132857752964,Commercial,land_use,1.8,18.2,486.6,36.11327693609153,139.44424902688522
ghsl_5929_cell_00069,ghsl_5929,1835.1509041944519,Civic,land_use,17.2,16.5,1067.5,36.11327693609152,139.45563920446554
ghsl_5929_cell_00070,ghsl_5929,812.6160726528615,Civic,land_use,9.4,17.1,381.3,36.11327693609153,139.46702938204584
ghsl_5929_cell_00071,ghsl_5929,3366.958726493409,Residential,heuristic,2.0,12.6,381.1,36.11327693609152,139.66066240091104
ghsl_5929_cell_00072,ghsl_5929,1683.880747206509,Residential,heuristic,0.0,10.6,1068.2,36.11327693609153,139.67205257849136
ghsl_5929_cell_00073,ghsl_5929,283.05192443029955,Residential,heuristic,0.0,7.7,381.0,36.11327693609152,139.68344275607168
ghsl_5929_cell_00074,ghsl_5929,3411.887816086877,Industrial,land_use,0.7,19.6,381.4,36.104507221696764,139.44592391081198
ghsl_5929_cell_00075,ghsl_5929,5182.591189622879,Civic,land_use,0.9,19.4,1067.4,36.104507221696764,139.45731329488606
ghsl_5929_cell_00076,ghsl_5929,2444.36903167516,Residential,heuristic,0.8,17.3,381.3,36.104507221696764,139.4687026789601
ghsl_5929_cell_00077,ghsl_5929,1623.6667131099384,Utility,land_use,0.0,10.2,381.1,36.104507221696764,139.66232220821922
ghsl_5929_cell_00078,ghsl_5929,1526.7879374157637,Residential,land_use,1.4,12.6,1068.0,36.104507221696764,139.6737115922933
ghsl_5929_cell_00079,ghsl_5929,955.29908083193,Civic,land_use,0.0,10.0,381.1,36.104507221696764,139.68510097636738
ghsl_5929_cell_00080,ghsl_5929,2509.6656525153667,Civic,land_use,1.0,19.3,381.4,36.09573787539652,139.44760147096468
ghsl_5929_cell_00081,ghsl_5929,3087.2238342761993,Civic,land_use,2.0,19.1,486.4,36.09573787539653,139.4589900618807
ghsl_5929_cell_00082,ghsl_5929,2988.4258423894644,Industrial,land_use,10.1,19.5,486.5,36.09573787539652,139.47037865279668
ghsl_5929_cell_00083,ghsl_5929,1883.9070882834494,Industrial,land_use,5.9,16.7,486.6,36.09573787539652,139.48176724371268
ghsl_5929_cell_00084,ghsl_5929,1593.7512715975754,Residential,heuristic,1.5,15.4,381.3,36.09573787539653,139.49315583462868
ghsl_5929_cell_00085,ghsl_5929,3045.4222357571125,Utility,land_use,7.7,11.2,381.1,36.09573787539652,139.6525961074527
ghsl_5929_cell_00086,ghsl_5929,3442.0087847709656,Civic,land_use,0.2,10.5,1143.4,36.09573787539653,139.6639846983687
ghsl_5929_cell_00087,ghsl_5929,3219.1976457834244,Utility,land_use,1.9,13.1,1068.0,36.09573787539652,139.67537328928466
ghsl_5929_cell_00088,ghsl_5929,3042.017648547888,Civic,land_use,1.3,9.6,381.1,36.09573787539652,139.6867618802007
ghsl_5929_cell_00089,ghsl_5929,1339.9192874757573,Industrial,land_use,17.1,13.7,381.1,36.09573787539652,139.7323162438647
ghsl_5929_cell_00090,ghsl_5929,2942.239896863699,Civic,land_use,0.6,19.0,381.5,36.08696889704514,139.47205730249328
ghsl_5929_cell_00091,ghsl_5929,2733.737944676541,Civic,land_use,2.7,15.3,1067.3,36.08696889704514,139.48344510059925
ghsl_5929_cell_00092,ghsl_5929,1396.5059133381583,Residential,heuristic,0.0,15.3,381.4,36.08696889704514,139.49483289870514
ghsl_5929_cell_00093,ghsl_5929,893.7798199742101,Civic,land_use,0.0,11.0,381.2,36.08696889704514,139.64287427408235
ghsl_5929_cell_00094,ghsl_5929,1882.5037632193416,Residential,land_use,0.2,9.6,1143.6,36.08696889704514,139.65426207218832
ghsl_5929_cell_00095,ghsl_5929,1889.0975149692968,Residential,land_use,0.9,8.6,1905.9,36.086968897045146,139.66564987029426
ghsl_5929_cell_00096,ghsl_5929,3412.326515674591,Utility,land_use,1.4,12.6,1067.9,36.08696889704514,139.67703766840017
ghsl_5929_cell_00097,ghsl_5929,2627.00424920395,Utility,land_use,12.0,9.4,486.5,36.08696889704514,139.68842546650615
ghsl_5929_cell_00098,ghsl_5929,3320.87851767987,Residential,heuristic,0.0,8.8,486.6,36.08696889704514,139.69981326461206
ghsl_5929_cell_00099,ghsl_5929,2782.941570341587,Civic,land_use,0.1,9.5,486.6,36.08696889704514,139.711201062718
ghsl_5929_cell_00100,ghsl_5929,3011.7544809430838,Civic,land_use,12.6,9.9,492.2,36.08696889704514,139.72258886082395
ghsl_5929_cell_00101,ghsl_5929,753.1074179946445,Residential,land_use,30.9,9.1,381.1,36.08696889704514,139.7339766589299
ghsl_5929_cell_00102,ghsl_5929,1628.9787206426263,Residential,heuristic,8.2,17.2,381.5,36.078200286496966,139.47373862698868
ghsl_5929_cell_00103,ghsl_5929,3751.7511490052566,Civic,land_use,0.9,18.3,486.5,36.078200286496966,139.4851256326324
ghsl_5929_cell_00104,ghsl_5929,2250.3484620153904,Residential,heuristic,0.0,14.4,381.4,36.07820028649697,139.49651263827613
ghsl_5929_cell_00105,ghsl_5929,1140.1036144364625,Commercial,land_use,3.8,10.1,381.3,36.078200286496966,139.6217697003569
ghsl_5929_cell_00106,ghsl_5929,1821.5787621091586,Residential,heuristic,0.0,12.9,492.3,36.078200286496966,139.63315670600062
ghsl_5929_cell_00107,ghsl_5929,1946.5727667808533,Civic,land_use,0.0,10.1,1143.8,36.078200286496966,139.64454371164436
ghsl_5929_cell_00108,ghsl_5929,1938.844836924225,Commercial,land_use,0.0,12.0,1906.2,36.078200286496966,139.65593071728804
ghsl_5929_cell_00109,ghsl_5929,3252.91424228251,Civic,land_use,2.5,10.2,2337.7,36.078200286496966,139.66731772293176
ghsl_5929_cell_00110,ghsl_5929,2625.956431210041,Utility,land_use,6.7,10.3,1664.6,36.078200286496966,139.67870472857547
ghsl_5929_cell_00111,ghsl_5929,2063.4102353649214,Residential,land_use,0.9,10.9,1459.5,36.078200286496966,139.69009173421915
ghsl_5929_cell_00112,ghsl_5929,2618.6774740591645,Civic,land_use,1.0,9.9,1459.6,36.078200286496966,139.7014787398629
ghsl_5929_cell_00113,ghsl_5929,4062.6982078552246,Civic,land_use,0.0,8.3,1459.6,36.078200286496966,139.7128657455066
ghsl_5929_cell_00114,ghsl_5929,4617.3705587387085,Civic,land_use,0.0,8.6,1067.9,36.078200286496966,139.72425275115032
ghsl_5929_cell_00115,ghsl_5929,2360.507374435663,Residential,heuristic,0.0,7.7,381.2,36.07820028649697,139.73563975679403
ghsl_5929_cell_00116,ghsl_5929,1849.4976493678987,Industrial,land_use,0.0,14.1,381.6,36.06943204360646,139.4868088387517
ghsl_5929_cell_00117,ghsl_5929,3992.140511035919,Residential,heuristic,0.0,20.9,486.5,36.069432043606454,139.49819505228083
ghsl_5929_cell_00118,ghsl_5929,3971.695921470411,Residential,land_use,5.3,20.2,486.6,36.06943204360646,139.50958126580997
ghsl_5929_cell_00119,ghsl_5929,3001.8585888147354,Civic,land_use,12.4,15.5,486.7,36.069432043606454,139.5209674793391
ghsl_5929_cell_00120,ghsl_5929,1509.891470964998,Green,land_use,50.2,15.5,381.5,36.06943204360646,139.53235369286824
ghsl_5929_cell_00121,ghsl_5929,2686.515199795831,Civic,land_use,1.5,13.0,381.4,36.06943204360646,139.6006709740431
ghsl_5929_cell_00122,ghsl_5929,3132.2534803152084,Commercial,land_use,2.4,12.1,492.3,36.06943204360646,139.61205718757228
ghsl_5929_cell_00123,ghsl_5929,980.3534813104197,Industrial,land_use,0.0,9.3,1144.1,36.06943204360646,139.62344340110138
ghsl_5929_cell_00124,ghsl_5929,1305.891950160265,Industrial,land_use,8.1,9.6,1476.8,36.069432043606454,139.63482961463055
ghsl_5929_cell_00125,ghsl_5929,938.5433228965849,Commercial,land_use,0.0,9.1,1922.6,36.06943204360646,139.64621582815968
ghsl_5929_cell_00126,ghsl_5929,2655.5578954145312,Civic,land_use,0.0,11.3,2669.0,36.069432043606454,139.6576020416888
ghsl_5929_cell_00127,ghsl_5929,4945.851167678833,Civic,land_use,0.0,12.7,2953.8,36.06943204360646,139.66898825521793
ghsl_5929_cell_00128,ghsl_5929,5570.703197479248,Utility,land_use,3.3,12.4,2517.8,36.06943204360646,139.6803744687471
ghsl_5929_cell_00129,ghsl_5929,4394.019269943237,Civic,land_use,4.3,6.0,2432.4,36.069432043606454,139.69176068227625
ghsl_5929_cell_00130,ghsl_5929,3695.2739258892834,Civic,land_use,0.0,11.4,1906.4,36.06943204360646,139.7031468958054
ghsl_5929_cell_00131,ghsl_5929,4350.895894691348,Commercial,land_use,0.0,8.5,1143.8,36.06943204360646,139.71453310933452
ghsl_5929_cell_00132,ghsl_5929,4509.855011224747,Civic,land_use,0.0,7.0,381.3,36.06943204360646,139.72591932286366
ghsl_5929_cell_00133,ghsl_5929,3561.978438448161,Civic,land_use,0.7,21.1,381.6,36.06066416822808,139.49988013965967
ghsl_5929_cell_00134,ghsl_5929,7377.600523948669,Residential,land_use,2.8,26.0,1067.2,36.06066416822808,139.5112655614217
ghsl_5929_cell_00135,ghsl_5929,5322.540874706581,Civic,land_use,3.1,18.3,1067.2,36.06066416822808,139.52265098318375
ghsl_5929_cell_00136,ghsl_5929,1549.08693437092,Civic,land_use,14.9,13.2,381.5,36.06066416822808,139.5340364049458
ghsl_5929_cell_00137,ghsl_5929,826.053808253957,Green,land_use,45.0,10.3,381.5,36.06066416822808,139.59096351375615
ghsl_5929_cell_00138,ghsl_5929,1774.54679916054,Commercial,land_use,36.7,14.7,1144.3,36.06066416822808,139.60234893551822
ghsl_5929_cell_00139,ghsl_5929,1618.138275809586,Civic,land_use,5.7,12.7,1476.8,36.06066416822808,139.61373435728024
ghsl_5929_cell_00140,ghsl_5929,1658.1482693254948,Residential,heuristic,0.0,9.5,1923.0,36.06066416822809,139.62511977904236
ghsl_5929_cell_00141,ghsl_5929,2950.9200411960483,Residential,heuristic,0.0,11.9,2461.3,36.06066416822809,139.63650520080435
ghsl_5929_cell_00142,ghsl_5929,1405.2208797037601,Industrial,land_use,41.4,9.4,2807.7,36.06066416822808,139.64789062256642
ghsl_5929_cell_00143,ghsl_5929,2168.057093679905,Commercial,land_use,0.6,11.0,3436.9,36.06066416822808,139.6592760443285
ghsl_5929_cell_00144,ghsl_5929,3967.4262726306915,Residential,heuristic,1.8,10.9,3731.2,36.06066416822808,139.67066146609054
ghsl_5929_cell_00145,ghsl_5929,4436.906640052795,Commercial,land_use,0.7,11.7,3190.0,36.06066416822808,139.68204688785266
ghsl_5929_cell_00146,ghsl_5929,1885.5069708982483,Commercial,land_use,0.3,8.5,2181.8,36.06066416822808,139.69343230961468
ghsl_5929_cell_00147,ghsl_5929,1879.340876718983,Civic,land_use,17.0,10.0,1203.7,36.06066416822808,139.70481773137675
ghsl_5929_cell_00148,ghsl_5929,2665.895171698183,Commercial,land_use,15.3,7.1,381.3,36.06066416822808,139.71620315313885
ghsl_5929_cell_00149,ghsl_5929,1830.5645649996586,Residential,heuristic,9.3,15.9,381.6,36.0518966602164,139.50156789935386
ghsl_5929_cell_00150,ghsl_5929,4146.66392993927,Civic,land_use,3.4,24.2,486.4,36.0518966602164,139.5129525296961
ghsl_5929_cell_00151,ghsl_5929,4646.273581981659,Commercial,land_use,0.0,24.5,1067.1,36.0518966602164,139.52433716003839
ghsl_5929_cell_00152,ghsl_5929,2267.9169704318047,Residential,heuristic,0.0,13.8,381.6,36.0518966602164,139.5357217903807
ghsl_5929_cell_00153,ghsl_5929,270.3194193695672,Green,land_use,74.2,11.2,381.6,36.0518966602164,139.5698756814076
ghsl_5929_cell_00154,ghsl_5929,999.568184163887,Civic,land_use,0.0,12.7,492.3,36.0518966602164,139.58126031174993
ghsl_5929_cell_00155,ghsl_5929,930.8764973506331,Residential,heuristic,19.0,13.6,1144.5,36.0518966602164,139.59264494209222
ghsl_5929_cell_00156,ghsl_5929,439.24189985892735,Green,land_use,53.8,11.4,1907.3,36.0518966602164,139.6040295724345
ghsl_5929_cell_00157,ghsl_5929,508.71805518027395,Industrial,land_use,30.5,13.2,2461.4,36.0518966602164,139.6154142027768
ghsl_5929_cell_00158,ghsl_5929,1061.3978464517277,Industrial,land_use,1.2,11.2,2808.1,36.0518966602164,139.6267988331191
ghsl_5929_cell_00159,ghsl_5929,1869.9635973181576,Residential,land_use,2.2,10.0,3437.6,36.0518966602164,139.63818346346136
ghsl_5929_cell_00160,ghsl_5929,2578.1967629119754,Residential,heuristic,0.4,9.8,3742.9,36.0518966602164,139.6495680938037
ghsl_5929_cell_00161,ghsl_5929,2426.352220579982,Civic,land_use,1.8,13.0,4271.8,36.0518966602164,139.660952724146
ghsl_5929_cell_00162,ghsl_5929,1650.106491100043,Residential,heuristic,1.3,8.5,4057.0,36.0518966602164,139.67233735448832
ghsl_5929_cell_00163,ghsl_5929,1134.2272884433623,Civic,land_use,0.6,10.7,3041.1,36.0518966602164,139.6837219848306
ghsl_5929_cell_00164,ghsl_5929,1354.6244344916195,Residential,land_use,23.1,7.9,2035.1,36.0518966602164,139.6951066151729
ghsl_5929_cell_00165,ghsl_5929,2948.6260927319527,Residential,land_use,13.5,8.6,1067.6,36.0518966602164,139.70649124551517
ghsl_5929_cell_00166,ghsl_5929,2793.4990181028843,Civic,land_use,1.4,6.8,381.3,36.05189666021639,139.7178758758575
ghsl_5929_cell_00167,ghsl_5929,2814.4054882600904,Residential,heuristic,0.0,26.6,381.7,36.043129519426024,139.51464216957518
ghsl_5929_cell_00168,ghsl_5929,5766.446416854858,Residential,land_use,2.1,27.6,1067.0,36.043129519426024,139.5260260088449
ghsl_5929_cell_00169,ghsl_5929,3299.7231368110515,Commercial,land_use,0.4,20.3,486.4,36.04312951942602,139.53740984811458
ghsl_5929_cell_00170,ghsl_5929,2023.047307960689,Civic,land_use,13.5,14.6,486.4,36.04312951942602,139.54879368738423
ghsl_5929_cell_00171,ghsl_5929,2088.262606281787,Residential,land_use,16.4,13.0,492.3,36.043129519426024,139.56017752665392
ghsl_5929_cell_00172,ghsl_5929,782.5388474725187,Green,land_use,44.2,13.4,1144.7,36.04312951942602,139.5715613659236
ghsl_5929_cell_00173,ghsl_5929,779.775297860615,Civic,land_use,39.6,10.5,1476.9,36.043129519426024,139.5829452051933
ghsl_5929_cell_00174,ghsl_5929,179.67932148929685,Green,land_use,67.1,9.7,1923.7,36.04312951942602,139.59432904446297
ghsl_5929_cell_00175,ghsl_5929,241.8490510948468,Green,land_use,47.9,13.3,2670.6,36.043129519426024,139.60571288373265
ghsl_5929_cell_00176,ghsl_5929,342.25503677967936,Green,land_use,54.8,11.6,3433.3,36.043129519426024,139.6170967230023
ghsl_5929_cell_00177,ghsl_5929,842.573003583122,Industrial,land_use,16.0,13.9,3743.3,36.043129519426024,139.628480562272
ghsl_5929_cell_00178,ghsl_5929,1294.757463015616,Civic,land_use,13.4,9.7,4272.6,36.043129519426024,139.6398644015417
ghsl_5929_cell_00179,ghsl_5929,1667.5952882021666,Industrial,land_use,1.1,11.2,4698.3,36.043129519426024,139.65124824081136
ghsl_5929_cell_00180,ghsl_5929,586.7127231154591,Industrial,land_use,19.2,8.3,5076.9,36.043129519426024,139.66263208008104
ghsl_5929_cell_00181,ghsl_5929,1578.707231842447,Residential,heuristic,7.7,8.7,4057.0,36.043129519426024,139.67401591935072
ghsl_5929_cell_00182,ghsl_5929,1080.5626527774148,Residential,heuristic,0.5,7.6,3041.1,36.04312951942602,139.68539975862043
ghsl_5929_cell_00183,ghsl_5929,3184.9465689361095,Civic,land_use,1.5,9.4,2035.1,36.04312951942602,139.6967835978901
ghsl_5929_cell_00184,ghsl_5929,4009.2961196899414,Commercial,land_use,0.7,11.1,1067.5,36.043129519426024,139.70816743715974
ghsl_5929_cell_00185,ghsl_5929,894.2014171727933,Residential,heuristic,0.2,6.7,381.4,36.043129519426024,139.71955127642946
ghsl_5929_cell_00186,ghsl_5929,1973.071405172348,Residential,heuristic,0.0,24.3,381.7,36.034362745711626,139.51633448000197
ghsl_5929_cell_00187,ghsl_5929,5608.357610702515,Residential,heuristic,0.3,26.3,1066.9,36.034362745711626,139.527717528546
ghsl_5929_cell_00188,ghsl_5929,6204.82179069519,Civic,land_use,0.2,29.5,1459.2,36.03436274571162,139.53910057709
ghsl_5929_cell_00189,ghsl_5929,3823.0316671207547,Civic,land_use,2.7,16.4,1459.2,36.03436274571162,139.55048362563406
ghsl_5929_cell_00190,ghsl_5929,2805.8439543284476,Residential,heuristic,4.4,16.1,1476.9,36.034362745711626,139.56186667417808
ghsl_5929_cell_00191,ghsl_5929,2406.7244223356247,Civic,land_use,7.0,12.9,1924.0,36.034362745711626,139.57324972272215
ghsl_5929_cell_00192,ghsl_5929,1021.7182365097106,Residential,heuristic,14.9,13.0,2461.4,36.034362745711626,139.5846327712662
ghsl_5929_cell_00193,ghsl_5929,1129.6717784255743,Residential,heuristic,2.8,12.2,2808.9,36.03436274571162,139.59601581981022
ghsl_5929_cell_00194,ghsl_5929,836.95226973854,Green,land_use,90.2,9.9,3438.8,36.03436274571162,139.60739886835424
ghsl_5929_cell_00195,ghsl_5929,535.1268831416965,Green,land_use,75.3,11.8,4196.8,36.034362745711626,139.61878191689826
ghsl_5929_cell_00196,ghsl_5929,610.7615916579962,Green,land_use,45.0,9.1,4698.8,36.034362745711626,139.63016496544233
ghsl_5929_cell_00197,ghsl_5929,1661.90010115318,Industrial,land_use,23.9,10.9,5160.7,36.034362745711626,139.64154801398638
ghsl_5929_cell_00198,ghsl_5929,2144.9133272590116,Industrial,land_use,1.7,13.4,5663.8,36.034362745711626,139.65293106253043
ghsl_5929_cell_00199,ghsl_5929,2154.3533381009474,Residential,heuristic,10.2,9.6,5077.0,36.034362745711626,139.66431411107445
ghsl_5929_cell_00200,ghsl_5929,4775.692066572607,Civic,land_use,10.7,11.2,4057.0,36.03436274571162,139.67569715961847
ghsl_5929_cell_00201,ghsl_5929,1028.3467470421456,Commercial,land_use,5.2,9.4,3041.1,36.034362745711626,139.6870802081625
ghsl_5929_cell_00202,ghsl_5929,1411.4878177032806,Residential,heuristic,0.0,6.2,2035.0,36.03436274571162,139.69846325670653
ghsl_5929_cell_00203,ghsl_5929,2415.9638282880187,Residential,land_use,12.1,11.7,1067.4,36.034362745711626,139.70984630525058
ghsl_5929_cell_00204,ghsl_5929,3115.0186999738216,Residential,heuristic,5.0,6.5,486.4,36.03436274571162,139.72122935379463
ghsl_5929_cell_00205,ghsl_5929,3432.1131980000064,Civic,land_use,6.6,8.0,486.5,36.034362745711626,139.73261240233867
